,video_path,frame_idx,cord_1_x,cord_1_y,cord_2_x,cord_2_y,cord_3_x,cord_3_y
7305,games\10\10_10.mp4,78,958,361,961,371,956,381
7306,games\10\10_10.mp4,79,961,371,956,381,966,361
7307,games\10\10_10.mp4,80,956,381,966,361,980,339
7308,games\10\10_10.mp4,81,966,361,980,339,1001,311
7309,games\10\10_10.mp4,82,980,339,1001,311,1014,291
7310,games\10\10_10.mp4,83,1001,311,1014,291,1030,271
7311,games\10\10_10.mp4,84,1014,291,1030,271,1043,245
7312,games\10\10_10.mp4,85,1030,271,1043,245,1060,231
7313,games\10\10_10.mp4,86,1043,245,1060,231,1076,212
7314,games\10\10_10.mp4,87,1060,231,1076,212,1092,197
7315,games\10\10_10.mp4,88,1076,212,1092,197,1112,180
7316,games\10\10_10.mp4,89,1092,197,1112,180,1126,168
7317,games\10\10_10.mp4,90,1112,180,1126,168,1140,155
7318,games\10\10_10.mp4,91,1126,168,1140,155,1156,141
7319,games\10\10_10.mp4,92,1140,155,1156,141,1171,132
7320,games\10\10_10.mp4,93,1156,141,1171,132,1185,121
7321,games\10\10_10.mp4,94,1171,132,1185,121,1203,115
7322,games\10\10_10.mp4,95,1185,121,1203,115,1219,114
7323,games\10\10_10.mp4,96,1203,115,1219,114,1236,106
7324,games\10\10_10.mp4,97,1219,114,1236,106,1252,100
7325,games\10\10_10.mp4,98,1236,106,1252,100,1265,98
7326,games\10\10_10.mp4,99,1252,100,1265,98,1280,95
7327,games\10\10_10.mp4,100,1265,98,1280,95,1296,103
7328,games\10\10_10.mp4,101,1280,95,1296,103,1313,100
7329,games\10\10_10.mp4,102,1296,103,1313,100,1326,106
7330,games\10\10_10.mp4,103,1313,100,1326,106,1344,114
7331,games\10\10_10.mp4,104,1326,106,1344,114,1356,120
7332,games\10\10_10.mp4,105,1344,114,1356,120,1374,128
7333,games\10\10_10.mp4,106,1356,120,1374,128,1390,138
7334,games\10\10_10.mp4,107,1374,128,1390,138,1404,149
7335,games\10\10_10.mp4,108,1390,138,1404,149,1428,160
7336,games\10\10_10.mp4,109,1404,149,1428,160,1443,174
7337,games\10\10_10.mp4,110,1428,160,1443,174,1456,188
7338,games\10\10_10.mp4,111,1443,174,1456,188,1473,203
7339,games\10\10_10.mp4,112,1456,188,1473,203,1489,225
7340,games\10\10_10.mp4,113,1473,203,1489,225,1507,240
7341,games\10\10_10.mp4,114,1489,225,1507,240,1520,266
7342,games\10\10_10.mp4,115,1507,240,1520,266,1536,283
7343,games\10\10_10.mp4,116,1520,266,1536,283,1548,302
7344,games\10\10_10.mp4,117,1536,283,1548,302,1560,327
7345,games\10\10_10.mp4,118,1548,302,1560,327,1568,344
7346,games\10\10_10.mp4,119,1560,327,1568,344,1574,365
7347,games\10\10_10.mp4,120,1568,344,1574,365,1584,379
7348,games\10\10_10.mp4,121,1574,365,1584,379,1590,385
7349,games\10\10_10.mp4,122,1584,379,1590,385,1600,404
7350,games\10\10_10.mp4,123,1590,385,1600,404,1604,422
7351,games\10\10_10.mp4,124,1600,404,1604,422,1617,442
7352,games\10\10_10.mp4,125,1604,422,1617,442,1625,456
7353,games\10\10_10.mp4,126,1617,442,1625,456,1633,479
7354,games\10\10_10.mp4,127,1625,456,1633,479,1641,507
7355,games\10\10_10.mp4,128,1633,479,1641,507,1652,530
7356,games\10\10_10.mp4,129,1641,507,1652,530,1662,556
7357,games\10\10_11.mp4,0,1017,436,1017,436,1016,428
7358,games\10\10_11.mp4,1,1017,436,1016,428,1008,416
7359,games\10\10_11.mp4,2,1016,428,1008,416,996,404
7360,games\10\10_11.mp4,3,1008,416,996,404,984,388
7361,games\10\10_11.mp4,4,996,404,984,388,976,379
7362,games\10\10_11.mp4,5,984,388,976,379,961,364
7363,games\10\10_11.mp4,6,976,379,961,364,955,350
7364,games\10\10_11.mp4,7,961,364,955,350,939,340
7365,games\10\10_11.mp4,8,955,350,939,340,928,334
7366,games\10\10_11.mp4,9,939,340,928,334,916,325
7367,games\10\10_11.mp4,10,928,334,916,325,905,317
7368,games\10\10_11.mp4,11,916,325,905,317,888,307
7369,games\10\10_11.mp4,12,905,317,888,307,875,300
7370,games\10\10_11.mp4,13,888,307,875,300,856,297
7371,games\10\10_11.mp4,14,875,300,856,297,841,290
7372,games\10\10_11.mp4,15,856,297,841,290,825,288
7373,games\10\10_11.mp4,16,841,290,825,288,809,285
7374,games\10\10_11.mp4,17,825,288,809,285,788,285
7375,games\10\10_11.mp4,18,809,285,788,285,772,290
7376,games\10\10_11.mp4,19,788,285,772,290,752,291
7377,games\10\10_11.mp4,20,772,290,752,291,729,294
7378,games\10\10_11.mp4,21,752,291,729,294,704,299
7379,games\10\10_11.mp4,22,729,294,704,299,680,307
7380,games\10\10_11.mp4,23,704,299,680,307,659,313
7381,games\10\10_11.mp4,24,680,307,659,313,633,324
7382,games\10\10_11.mp4,25,659,313,633,324,609,340
7383,games\10\10_11.mp4,26,633,324,609,340,580,353
7384,games\10\10_11.mp4,27,609,340,580,353,553,365
7385,games\10\10_11.mp4,28,580,353,553,365,520,374
7386,games\10\10_11.mp4,29,553,365,520,374,488,404
7387,games\10\10_11.mp4,30,520,374,488,404,451,424
7388,games\10\10_11.mp4,31,488,404,451,424,414,452
7389,games\10\10_11.mp4,32,451,424,414,452,369,476
7390,games\10\10_11.mp4,33,414,452,369,476,345,486
7391,games\10\10_11.mp4,34,369,476,345,486,368,422
7392,games\10\10_11.mp4,35,345,486,368,422,392,361
7393,games\10\10_11.mp4,36,368,422,392,361,406,327
7394,games\10\10_11.mp4,37,392,361,406,327,433,266
7395,games\10\10_11.mp4,38,406,327,433,266,460,205
7396,games\10\10_11.mp4,39,433,266,460,205,483,158
7397,games\10\10_11.mp4,40,460,205,483,158,504,112
7398,games\10\10_11.mp4,41,483,158,504,112,528,75
7399,games\10\10_11.mp4,42,504,112,528,75,560,26
7400,games\10\10_11.mp4,43,528,75,560,26,577,4
7401,games\10\10_11.mp4,44,560,26,577,4,0,0
7402,games\10\10_11.mp4,45,577,4,0,0,0,0
7403,games\10\10_11.mp4,46,0,0,0,0,0,0
7404,games\10\10_11.mp4,47,0,0,0,0,0,0
7405,games\10\10_11.mp4,48,0,0,0,0,0,0
7406,games\10\10_11.mp4,49,0,0,0,0,0,0
7407,games\10\10_11.mp4,50,0,0,0,0,0,0
7408,games\10\10_11.mp4,51,0,0,0,0,0,0
7409,games\10\10_11.mp4,52,0,0,0,0,0,0
7410,games\10\10_11.mp4,53,0,0,0,0,0,0
7411,games\10\10_11.mp4,54,0,0,0,0,0,0
7412,games\10\10_11.mp4,55,0,0,0,0,0,0
7413,games\10\10_11.mp4,56,0,0,0,0,0,0
7414,games\10\10_11.mp4,57,0,0,0,0,0,0
7415,games\10\10_11.mp4,58,0,0,0,0,0,0
7416,games\10\10_11.mp4,59,0,0,0,0,0,0
7417,games\10\10_11.mp4,60,0,0,0,0,0,0
7418,games\10\10_11.mp4,61,0,0,0,0,0,0
7419,games\10\10_11.mp4,62,0,0,0,0,0,0
7420,games\10\10_11.mp4,63,0,0,0,0,0,0
7421,games\10\10_11.mp4,64,0,0,0,0,0,0
7422,games\10\10_11.mp4,65,0,0,0,0,0,0
7423,games\10\10_11.mp4,66,0,0,0,0,0,0
7424,games\10\10_11.mp4,67,0,0,0,0,0,0
7425,games\10\10_11.mp4,68,0,0,0,0,0,0
7426,games\10\10_11.mp4,69,0,0,0,0,0,0
7427,games\10\10_11.mp4,70,0,0,0,0,0,0
7428,games\10\10_11.mp4,71,0,0,0,0,0,0
7429,games\10\10_11.mp4,72,0,0,0,0,0,0
7430,games\10\10_11.mp4,73,0,0,0,0,0,0
7431,games\10\10_11.mp4,74,0,0,0,0,0,0
7432,games\10\10_11.mp4,75,0,0,0,0,0,0
7433,games\10\10_11.mp4,76,0,0,0,0,0,0
7434,games\10\10_11.mp4,77,0,0,0,0,0,0
7435,games\10\10_11.mp4,78,0,0,0,0,0,0
7436,games\10\10_11.mp4,79,0,0,0,0,0,0
7437,games\10\10_11.mp4,80,0,0,0,0,1547,49
7438,games\10\10_11.mp4,81,0,0,1547,49,1579,98
7439,games\10\10_11.mp4,82,1547,49,1579,98,1603,149
7440,games\10\10_11.mp4,83,1579,98,1603,149,1628,203
7441,games\10\10_11.mp4,84,1603,149,1628,203,1648,254
7442,games\10\10_11.mp4,85,1628,203,1648,254,1683,294
7443,games\10\10_11.mp4,86,1648,254,1683,294,1713,365
7444,games\10\10_11.mp4,87,1683,294,1713,365,1718,376
7445,games\10\10_11.mp4,88,1713,365,1718,376,1707,357
7446,games\10\10_11.mp4,89,1718,376,1707,357,1676,299
7447,games\10\10_11.mp4,90,1707,357,1676,299,1638,223
7448,games\10\10_11.mp4,91,1676,299,1638,223,1604,152
7449,games\10\10_11.mp4,92,1638,223,1604,152,1571,89
7450,games\10\10_11.mp4,93,1604,152,1571,89,1542,32
7451,games\10\10_11.mp4,94,1571,89,1542,32,0,0
7452,games\10\10_11.mp4,95,1542,32,0,0,0,0
7453,games\10\10_11.mp4,96,0,0,0,0,0,0
7454,games\10\10_11.mp4,97,0,0,0,0,0,0
7455,games\10\10_11.mp4,98,0,0,0,0,0,0
7456,games\10\10_11.mp4,99,0,0,0,0,0,0
7457,games\10\10_11.mp4,100,0,0,0,0,0,0
7458,games\10\10_11.mp4,101,0,0,0,0,0,0
7459,games\10\10_11.mp4,102,0,0,0,0,0,0
7460,games\10\10_11.mp4,103,0,0,0,0,0,0
7461,games\10\10_11.mp4,104,0,0,0,0,0,0
7462,games\10\10_11.mp4,105,0,0,0,0,0,0
7463,games\10\10_11.mp4,106,0,0,0,0,0,0
7464,games\10\10_11.mp4,107,0,0,0,0,0,0
7465,games\10\10_11.mp4,108,0,0,0,0,0,0
7466,games\10\10_11.mp4,109,0,0,0,0,0,0
7467,games\10\10_11.mp4,110,0,0,0,0,0,0
7468,games\10\10_11.mp4,111,0,0,0,0,0,0
7469,games\10\10_11.mp4,112,0,0,0,0,0,0
7470,games\10\10_11.mp4,113,0,0,0,0,0,0
7471,games\10\10_11.mp4,114,0,0,0,0,0,0
7472,games\10\10_11.mp4,115,0,0,0,0,0,0
7473,games\10\10_11.mp4,116,0,0,0,0,0,0
7474,games\10\10_11.mp4,117,0,0,0,0,0,0
7475,games\10\10_11.mp4,118,0,0,0,0,0,0
7476,games\10\10_11.mp4,119,0,0,0,0,0,0
7477,games\10\10_11.mp4,120,0,0,0,0,0,0
7478,games\10\10_11.mp4,121,0,0,0,0,0,0
7479,games\10\10_11.mp4,122,0,0,0,0,0,0
7480,games\10\10_11.mp4,123,0,0,0,0,0,0
7481,games\10\10_11.mp4,124,0,0,0,0,0,0
7482,games\10\10_11.mp4,125,0,0,0,0,0,0
7483,games\10\10_11.mp4,126,0,0,0,0,0,0
7484,games\10\10_11.mp4,127,0,0,0,0,0,0
7485,games\10\10_11.mp4,128,0,0,0,0,0,0
7486,games\10\10_11.mp4,129,0,0,0,0,0,0
7487,games\10\10_11.mp4,130,0,0,0,0,0,0
7488,games\10\10_11.mp4,131,0,0,0,0,0,0
7489,games\10\10_11.mp4,132,0,0,0,0,0,0
7490,games\10\10_11.mp4,133,0,0,0,0,0,0
7491,games\10\10_11.mp4,134,0,0,0,0,0,0
7492,games\10\10_11.mp4,135,0,0,0,0,0,0
7493,games\10\10_11.mp4,136,0,0,0,0,0,0
7494,games\10\10_11.mp4,137,0,0,0,0,0,0
7495,games\10\10_11.mp4,138,0,0,0,0,707,44
7496,games\10\10_11.mp4,139,0,0,707,44,700,72
7497,games\10\10_11.mp4,140,707,44,700,72,686,115
7498,games\10\10_11.mp4,141,700,72,686,115,676,151
7499,games\10\10_11.mp4,142,686,115,676,151,664,195
7500,games\10\10_11.mp4,143,676,151,664,195,665,225
7501,games\10\10_11.mp4,144,664,195,665,225,654,274
7502,games\10\10_11.mp4,145,665,225,654,274,644,311
7503,games\10\10_11.mp4,146,654,274,644,311,633,353
7504,games\10\10_11.mp4,147,644,311,633,353,632,390
7505,games\10\10_11.mp4,148,633,353,632,390,646,378
7506,games\10\10_11.mp4,149,632,390,646,378,660,359
7507,games\10\10_11.mp4,150,646,378,660,359,673,342
7508,games\10\10_11.mp4,151,660,359,673,342,686,330
7509,games\10\10_11.mp4,152,673,342,686,330,702,324
7510,games\10\10_11.mp4,153,686,330,702,324,716,311
7511,games\10\10_11.mp4,154,702,324,716,311,729,300
7512,games\10\10_11.mp4,155,716,311,729,300,742,297
7513,games\10\10_11.mp4,156,729,300,742,297,758,290
7514,games\10\10_11.mp4,157,742,297,758,290,769,285
7515,games\10\10_11.mp4,158,758,290,769,285,780,282
7516,games\10\10_11.mp4,159,769,285,780,282,792,279
7517,games\10\10_11.mp4,160,780,282,792,279,801,279
7518,games\10\10_11.mp4,161,792,279,801,279,814,285
7519,games\10\10_11.mp4,162,801,279,814,285,824,285
7520,games\10\10_11.mp4,163,814,285,824,285,833,291
7521,games\10\10_11.mp4,164,824,285,833,291,840,294
7522,games\10\10_11.mp4,165,833,291,840,294,852,303
7523,games\10\10_11.mp4,166,840,294,852,303,860,308
7524,games\10\10_11.mp4,167,852,303,860,308,868,319
7525,games\10\10_11.mp4,168,860,308,868,319,878,327
7526,games\10\10_11.mp4,169,868,319,878,327,883,336
7527,games\10\10_11.mp4,170,878,327,883,336,891,342
7528,games\10\10_11.mp4,171,883,336,891,342,904,357
7529,games\10\10_11.mp4,172,891,342,904,357,907,362
7530,games\10\10_11.mp4,173,904,357,907,362,913,379
7531,games\10\10_11.mp4,174,907,362,913,379,924,393
7532,games\10\10_11.mp4,175,913,379,924,393,931,407
7533,games\10\10_11.mp4,176,924,393,931,407,937,421
7534,games\10\10_11.mp4,177,931,407,937,421,939,438
7535,games\10\10_11.mp4,178,937,421,939,438,0,0
7536,games\10\10_11.mp4,179,939,438,0,0,0,0
7537,games\10\10_11.mp4,180,0,0,0,0,0,0
7538,games\10\10_11.mp4,181,0,0,0,0,953,439
7539,games\10\10_11.mp4,182,0,0,953,439,952,413
7540,games\10\10_11.mp4,183,953,439,952,413,947,393
7541,games\10\10_11.mp4,184,952,413,947,393,944,370
7542,games\10\10_11.mp4,185,947,393,944,370,937,345
7543,games\10\10_11.mp4,186,944,370,937,345,934,331
7544,games\10\10_11.mp4,187,937,345,934,331,934,313
7545,games\10\10_11.mp4,188,934,331,934,313,931,294
7546,games\10\10_11.mp4,189,934,313,931,294,924,279
7547,games\10\10_11.mp4,190,931,294,924,279,923,260
7548,games\10\10_11.mp4,191,924,279,923,260,920,245
7549,games\10\10_11.mp4,192,923,260,920,245,915,234
7550,games\10\10_11.mp4,193,920,245,915,234,907,214
7551,games\10\10_11.mp4,194,915,234,907,214,907,206
7552,games\10\10_11.mp4,195,907,214,907,206,905,199
7553,games\10\10_11.mp4,196,907,206,905,199,902,186
7554,games\10\10_11.mp4,197,905,199,902,186,896,178
7555,games\10\10_11.mp4,198,902,186,896,178,894,169
7556,games\10\10_11.mp4,199,896,178,894,169,894,166
7557,games\10\10_11.mp4,200,894,169,894,166,888,158
7558,games\10\10_11.mp4,201,894,166,888,158,881,155
7559,games\10\10_11.mp4,202,888,158,881,155,881,157
7560,games\10\10_11.mp4,203,881,155,881,157,878,154
7561,games\10\10_11.mp4,204,881,157,878,154,873,154
7562,games\10\10_11.mp4,205,878,154,873,154,870,154
7563,games\10\10_11.mp4,206,873,154,870,154,868,154
7564,games\10\10_11.mp4,207,870,154,868,154,864,160
7565,games\10\10_11.mp4,208,868,154,864,160,862,158
7566,games\10\10_11.mp4,209,864,160,862,158,860,162
7567,games\10\10_11.mp4,210,862,158,860,162,860,171
7568,games\10\10_11.mp4,211,860,162,860,171,857,177
7569,games\10\10_11.mp4,212,860,171,857,177,854,182
7570,games\10\10_11.mp4,213,857,177,854,182,852,194
7571,games\10\10_11.mp4,214,854,182,852,194,851,206
7572,games\10\10_11.mp4,215,852,194,851,206,848,211
7573,games\10\10_11.mp4,216,851,206,848,211,846,222
7574,games\10\10_11.mp4,217,848,211,846,222,843,234
7575,games\10\10_11.mp4,218,846,222,843,234,838,248
7576,games\10\10_11.mp4,219,843,234,838,248,840,262
7577,games\10\10_11.mp4,220,838,248,840,262,836,273
7578,games\10\10_11.mp4,221,840,262,836,273,835,291
7579,games\10\10_11.mp4,222,836,273,835,291,833,308
7580,games\10\10_11.mp4,223,835,291,833,308,830,325
7581,games\10\10_11.mp4,224,833,308,830,325,828,342
7582,games\10\10_11.mp4,225,830,325,828,342,828,367
7583,games\10\10_11.mp4,226,828,342,828,367,824,382
7584,games\10\10_11.mp4,227,828,367,824,382,824,407
7585,games\10\10_11.mp4,228,824,382,824,407,825,424
7586,games\10\10_11.mp4,229,824,407,825,424,822,448
7587,games\10\10_11.mp4,230,825,424,822,448,820,462
7588,games\10\10_11.mp4,231,822,448,820,462,0,0
7589,games\10\10_11.mp4,232,820,462,0,0,822,416
7590,games\10\10_11.mp4,233,0,0,822,416,819,396
7591,games\10\10_11.mp4,234,822,416,819,396,822,371
7592,games\10\10_11.mp4,235,819,396,822,371,825,347
7593,games\10\10_11.mp4,236,822,371,825,347,825,325
7594,games\10\10_11.mp4,237,825,347,825,325,830,303
7595,games\10\10_11.mp4,238,825,325,830,303,827,288
7596,games\10\10_11.mp4,239,830,303,827,288,828,273
7597,games\10\10_11.mp4,240,827,288,828,273,832,256
7598,games\10\10_11.mp4,241,828,273,832,256,835,240
7599,games\10\10_11.mp4,242,832,256,835,240,835,228
7600,games\10\10_11.mp4,243,835,240,835,228,835,214
7601,games\10\10_11.mp4,244,835,228,835,214,836,200
7602,games\10\10_11.mp4,245,835,214,836,200,843,191
7603,games\10\10_11.mp4,246,836,200,843,191,840,178
7604,games\10\10_11.mp4,247,843,191,840,178,844,174
7605,games\10\10_11.mp4,248,840,178,844,174,846,165
7606,games\10\10_11.mp4,249,844,174,846,165,848,157
7607,games\10\10_11.mp4,250,846,165,848,157,851,154
7608,games\10\10_11.mp4,251,848,157,851,154,852,148
7609,games\10\10_11.mp4,252,851,154,852,148,854,140
7610,games\10\10_11.mp4,253,852,148,854,140,859,143
7611,games\10\10_11.mp4,254,854,140,859,143,859,140
7612,games\10\10_11.mp4,255,859,143,859,140,862,138
7613,games\10\10_11.mp4,256,859,140,862,138,862,140
7614,games\10\10_11.mp4,257,862,138,862,140,864,141
7615,games\10\10_11.mp4,258,862,140,864,141,867,143
7616,games\10\10_11.mp4,259,864,141,867,143,870,146
7617,games\10\10_11.mp4,260,867,143,870,146,875,151
7618,games\10\10_11.mp4,261,870,146,875,151,875,158
7619,games\10\10_11.mp4,262,875,151,875,158,875,162
7620,games\10\10_11.mp4,263,875,158,875,162,878,172
7621,games\10\10_11.mp4,264,875,162,878,172,880,180
7622,games\10\10_11.mp4,265,878,172,880,180,883,191
7623,games\10\10_11.mp4,266,880,180,883,191,886,199
7624,games\10\10_11.mp4,267,883,191,886,199,886,209
7625,games\10\10_11.mp4,268,886,199,886,209,888,225
7626,games\10\10_11.mp4,269,886,209,888,225,889,234
7627,games\10\10_11.mp4,270,888,225,889,234,892,251
7628,games\10\10_11.mp4,271,889,234,892,251,896,263
7629,games\10\10_11.mp4,272,892,251,896,263,897,280
7630,games\10\10_11.mp4,273,896,263,897,280,902,294
7631,games\10\10_11.mp4,274,897,280,902,294,902,314
7632,games\10\10_11.mp4,275,902,294,902,314,908,333
7633,games\10\10_11.mp4,276,902,314,908,333,904,333
7634,games\10\10_11.mp4,277,908,333,904,333,908,350
7635,games\10\10_11.mp4,278,904,333,908,350,912,371
7636,games\10\10_11.mp4,279,908,350,912,371,915,396
7637,games\10\10_11.mp4,280,912,371,915,396,916,410
7638,games\10\10_11.mp4,281,915,396,916,410,899,388
7639,games\10\10_11.mp4,282,916,410,899,388,881,373
7640,games\10\10_11.mp4,283,899,388,881,373,864,359
7641,games\10\10_11.mp4,284,881,373,864,359,841,340
7642,games\10\10_11.mp4,285,864,359,841,340,827,331
7643,games\10\10_11.mp4,286,841,340,827,331,809,319
7644,games\10\10_11.mp4,287,827,331,809,319,792,311
7645,games\10\10_11.mp4,288,809,319,792,311,771,302
7646,games\10\10_11.mp4,289,792,311,771,302,747,291
7647,games\10\10_11.mp4,290,771,302,747,291,724,285
7648,games\10\10_11.mp4,291,747,291,724,285,696,273
7649,games\10\10_11.mp4,292,724,285,696,273,668,271
7650,games\10\10_11.mp4,293,696,273,668,271,649,265
7651,games\10\10_11.mp4,294,668,271,649,265,627,263
7652,games\10\10_11.mp4,295,649,265,627,263,588,268
7653,games\10\10_11.mp4,296,627,263,588,268,563,263
7654,games\10\10_11.mp4,297,588,268,563,263,537,271
7655,games\10\10_11.mp4,298,563,263,537,271,505,276
7656,games\10\10_11.mp4,299,537,271,505,276,467,288
7657,games\10\10_11.mp4,300,505,276,467,288,438,291
7658,games\10\10_11.mp4,301,467,288,438,291,408,302
7659,games\10\10_11.mp4,302,438,291,408,302,369,330
7660,games\10\10_11.mp4,303,408,302,369,330,323,345
7661,games\10\10_11.mp4,304,369,330,323,345,283,368
7662,games\10\10_11.mp4,305,323,345,283,368,238,401
7663,games\10\10_11.mp4,306,283,368,238,401,200,428
7664,games\10\10_11.mp4,307,238,401,200,428,0,0
7665,games\10\10_11.mp4,308,200,428,0,0,0,0
7666,games\10\10_11.mp4,309,0,0,0,0,112,408
7667,games\10\10_11.mp4,310,0,0,112,408,134,347
7668,games\10\10_11.mp4,311,112,408,134,347,153,274
7669,games\10\10_11.mp4,312,134,347,153,274,174,216
7670,games\10\10_11.mp4,313,153,274,174,216,185,157
7671,games\10\10_11.mp4,314,174,216,185,157,200,109
7672,games\10\10_11.mp4,315,185,157,200,109,214,60
7673,games\10\10_11.mp4,316,200,109,214,60,232,3
7674,games\10\10_12.mp4,0,913,405,910,384,907,361
7675,games\10\10_12.mp4,1,910,384,907,361,904,347
7676,games\10\10_12.mp4,2,907,361,904,347,902,339
7677,games\10\10_12.mp4,3,904,347,902,339,902,327
7678,games\10\10_12.mp4,4,902,339,902,327,900,319
7679,games\10\10_12.mp4,5,902,327,900,319,894,310
7680,games\10\10_12.mp4,6,900,319,894,310,892,300
7681,games\10\10_12.mp4,7,894,310,892,300,892,293
7682,games\10\10_12.mp4,8,892,300,892,293,889,288
7683,games\10\10_12.mp4,9,892,293,889,288,889,288
7684,games\10\10_12.mp4,10,889,288,889,288,891,290
7685,games\10\10_12.mp4,11,889,288,891,290,916,305
7686,games\10\10_12.mp4,12,891,290,916,305,942,324
7687,games\10\10_12.mp4,13,916,305,942,324,966,337
7688,games\10\10_12.mp4,14,942,324,966,337,992,356
7689,games\10\10_12.mp4,15,966,337,992,356,1008,367
7690,games\10\10_12.mp4,16,992,356,1008,367,1032,387
7691,games\10\10_12.mp4,17,1008,367,1032,387,1048,404
7692,games\10\10_12.mp4,18,1032,387,1048,404,1065,419
7693,games\10\10_12.mp4,19,1048,404,1065,419,1083,439
7694,games\10\10_12.mp4,20,1065,419,1083,439,1097,456
7695,games\10\10_12.mp4,21,1083,439,1097,456,1108,470
7696,games\10\10_12.mp4,22,1097,456,1108,470,1126,482
7697,games\10\10_12.mp4,23,1108,470,1126,482,1139,502
7698,games\10\10_12.mp4,24,1126,482,1139,502,1155,519
7699,games\10\10_12.mp4,25,1139,502,1155,519,1161,535
7700,games\10\10_12.mp4,26,1155,519,1161,535,1168,552
7701,games\10\10_12.mp4,27,1161,535,1168,552,0,0
7702,games\10\10_12.mp4,28,1168,552,0,0,1163,532
7703,games\10\10_12.mp4,29,0,0,1163,532,1145,507
7704,games\10\10_12.mp4,30,1163,532,1145,507,1132,482
7705,games\10\10_12.mp4,31,1145,507,1132,482,1124,459
7706,games\10\10_12.mp4,32,1132,482,1124,459,1105,438
7707,games\10\10_12.mp4,33,1124,459,1105,438,1094,415
7708,games\10\10_12.mp4,34,1105,438,1094,415,1081,390
7709,games\10\10_12.mp4,35,1094,415,1081,390,1057,370
7710,games\10\10_12.mp4,36,1081,390,1057,370,1044,350
7711,games\10\10_12.mp4,37,1057,370,1044,350,1030,334
7712,games\10\10_12.mp4,38,1044,350,1030,334,1017,314
7713,games\10\10_12.mp4,39,1030,334,1017,314,998,297
7714,games\10\10_12.mp4,40,1017,314,998,297,985,282
7715,games\10\10_12.mp4,41,998,297,985,282,968,268
7716,games\10\10_12.mp4,42,985,282,968,268,956,256
7717,games\10\10_12.mp4,43,968,268,956,256,939,239
7718,games\10\10_12.mp4,44,956,256,939,239,926,229
7719,games\10\10_12.mp4,45,939,239,926,229,908,212
7720,games\10\10_12.mp4,46,926,229,908,212,891,206
7721,games\10\10_12.mp4,47,908,212,891,206,881,197
7722,games\10\10_12.mp4,48,891,206,881,197,860,189
7723,games\10\10_12.mp4,49,881,197,860,189,846,182
7724,games\10\10_12.mp4,50,860,189,846,182,828,175
7725,games\10\10_12.mp4,51,846,182,828,175,816,171
7726,games\10\10_12.mp4,52,828,175,816,171,800,168
7727,games\10\10_12.mp4,53,816,171,800,168,784,162
7728,games\10\10_12.mp4,54,800,168,784,162,768,158
7729,games\10\10_12.mp4,55,784,162,768,158,752,154
7730,games\10\10_12.mp4,56,768,158,752,154,732,155
7731,games\10\10_12.mp4,57,752,154,732,155,721,158
7732,games\10\10_12.mp4,58,732,155,721,158,704,160
7733,games\10\10_12.mp4,59,721,158,704,160,691,163
7734,games\10\10_12.mp4,60,704,160,691,163,676,168
7735,games\10\10_12.mp4,61,691,163,676,168,657,171
7736,games\10\10_12.mp4,62,676,168,657,171,641,177
7737,games\10\10_12.mp4,63,657,171,641,177,625,186
7738,games\10\10_12.mp4,64,641,177,625,186,612,191
7739,games\10\10_12.mp4,65,625,186,612,191,593,203
7740,games\10\10_12.mp4,66,612,191,593,203,580,209
7741,games\10\10_12.mp4,67,593,203,580,209,566,219
7742,games\10\10_12.mp4,68,580,209,566,219,552,231
7743,games\10\10_12.mp4,69,566,219,552,231,536,248
7744,games\10\10_12.mp4,70,552,231,536,248,521,263
7745,games\10\10_12.mp4,71,536,248,521,263,508,277
7746,games\10\10_12.mp4,72,521,263,508,277,488,293
7747,games\10\10_12.mp4,73,508,277,488,293,473,311
7748,games\10\10_12.mp4,74,488,293,473,311,462,328
7749,games\10\10_13.mp4,0,0,0,0,0,0,0
7750,games\10\10_13.mp4,1,0,0,0,0,0,0
7751,games\10\10_13.mp4,2,0,0,0,0,0,0
7752,games\10\10_13.mp4,3,0,0,0,0,0,0
7753,games\10\10_13.mp4,4,0,0,0,0,0,0
7754,games\10\10_13.mp4,5,0,0,0,0,0,0
7755,games\10\10_13.mp4,6,0,0,0,0,0,0
7756,games\10\10_13.mp4,7,0,0,0,0,0,0
7757,games\10\10_13.mp4,8,0,0,0,0,929,12
7758,games\10\10_13.mp4,9,0,0,929,12,923,60
7759,games\10\10_13.mp4,10,929,12,923,60,923,94
7760,games\10\10_13.mp4,11,923,60,923,94,920,145
7761,games\10\10_13.mp4,12,923,94,920,145,912,188
7762,games\10\10_13.mp4,13,920,145,912,188,915,232
7763,games\10\10_13.mp4,14,912,188,915,232,912,266
7764,games\10\10_13.mp4,15,915,232,912,266,910,310
7765,games\10\10_13.mp4,16,912,266,910,310,908,361
7766,games\10\10_13.mp4,17,910,310,908,361,910,407
7767,games\10\10_13.mp4,18,908,361,910,407,900,421
7768,games\10\10_13.mp4,19,910,407,900,421,897,396
7769,games\10\10_13.mp4,20,900,421,897,396,878,351
7770,games\10\10_13.mp4,21,897,396,878,351,864,319
7771,games\10\10_13.mp4,22,878,351,864,319,851,279
7772,games\10\10_13.mp4,23,864,319,851,279,835,240
7773,games\10\10_13.mp4,24,851,279,835,240,825,203
7774,games\10\10_13.mp4,25,835,240,825,203,806,175
7775,games\10\10_13.mp4,26,825,203,806,175,796,143
